src,dst
1678,6343
4259,5643
2088,4868
1281,3898
402,440
4989,6245
5259,6120
3155,6329
98,299
1671,4309
4900,5943
1645,7042
47,3181
763,6391
1376,4011
4144,7460
2513,3937
2164,6983
933,3530
2644,4900
1691,1927
1447,6752
4164,7287
6476,6799
5178,6155
1120,6031
6022,7229
5727,6241
1207,5335
763,2238
5449,6800
3418,3530
2580,6827
691,3355
2960,4328
2014,4809
2478,5417
1292,2601
887,7090
1665,2623
855,4399
1077,4916
3042,3853
4122,7237
230,6224
3757,7352
3137,6042
4900,5953
488,7344
2055,5950
211,3869
3833,5830
1725,5328
847,5854
3530,7488
5222,6403
2760,4900
1389,5222
426,7595
1189,3080
1254,6446
1804,4594
3873,7065
883,5105
3570,3891
990,7129
480,4823
3845,7182
2301,4246
2649,4457
2524,5308
1744,7595
5446,7162
3861,7365
3747,4366
112,4536
625,4780
159,7403
772,4624
5282,7284
1402,4709
3989,4681
772,1349
3156,6496
396,1600
4206,6054
175,6061
645,5455
420,6595
166,645
3833,7256
645,2205
2843,7186
3967,7565
2073,4669
221,1409
3133,3597
2644,6633
4338,5020
2851,3793
2838,6640
559,4900
2991,3129
1792,5921
5242,5432
1305,6845
2452,3165
2843,4141
3251,5564
3544,4754
3020,7052
4039,5199
1937,2835
3095,5127
1875,5725
1334,7226
5739,5927
102,113
1670,4651
1937,2499
2425,7600
3530,4095
1500,1519
2452,5090
4851,7042
4657,6427
1828,6641
3967,7522
4070,6021
2994,5410
1384,3426
2614,6298
3800,4811
4534,6813
3014,5775
4626,4888
3437,6412
3643,5714
1381,2791
550,2797
4337,4747
27,4066
4888,6640
2933,5575
3527,7537
1223,3213
6824,7199
3240,7226
13,5355
919,3450
2083,6391
1223,2642
296,4474
1271,3360
2896,6575
3678,7122
1792,5454
4072,4605
5642,5972
2395,6676
688,4711
484,5216
1569,1954
2794,6515
1882,7233
935,1121
1555,5402
6367,7384
502,929
3039,6436
2576,5956
1149,4770
2992,3744
659,6960
3411,5128
2854,5133
6378,6529
1963,2051
6467,6797
1776,4931
4338,4831
3625,4307
406,1026
924,1039
4001,4356
5079,7380
1334,5556
397,3833
4248,7074
2193,6637
216,3893
2707,4999
3004,7078
2854,5127
4146,6637
1792,3822
2798,5312
2222,5343
421,5543
2787,3853
5291,6519
2980,3130
2730,3323
2676,6924
4826,7491
5394,7412
4206,6724
6391,7237
4600,6836
2510,3157
1007,5944
3597,5944
1065,5646
1665,4990
5335,7479
1941,2185
4396,7454
1792,3833
1006,2242
2422,6101
1381,4754
3647,5425
2676,5308
4705,5787
4455,7406
6341,6772
3103,7100
2309,5443
2546,7243
771,1637
3582,4512
733,6954
520,7030
3102,3269
3120,3926
815,1376
1020,6065
573,651
1291,6991
3453,6562
2710,7178
3853,4000
1226,4507
4472,5455
240,5487
1882,6524
1877,5369
5725,7565
4146,6408
3074,6711
212,7213
524,6959
5095,5938
2289,2511
3042,3725
3741,5532
4095,4163
3127,6768
6065,7374
3853,6115
3822,7469
2741,3323
3680,6586
13,620
4936,5908
1229,2783
3223,4329
104,2145
2607,4303
4000,5606
4235,6475
158,670
418,5047
113,7226
3136,6004
240,1849
422,7076
3777,4569
5872,5962
80,5646
2628,5174
2034,4063
3737,4375
1624,5430
2586,3521
4278,7604
3754,7383
340,958
2878,6141
216,641
1070,3584
2435,3705
647,2259
1180,7365
1849,7170
1319,7464
2854,4575
1560,6712
1629,5343
5277,6378
2201,4967
1902,4480
1181,1271
1055,6178
2798,3125
642,827
2663,7334
192,5604
615,3418
2933,5047
1650,6125
1553,4125
718,1797
4785,7151
792,1622
1028,1944
1912,4744
524,6752
2020,6329
3401,6887
3737,4788
16,766
3020,6088
3249,6528
1304,4955
3018,5372
2580,6990
1911,6846
907,6652
1741,3839
1776,5683
1210,7011
3039,5935
4364,7280
4646,6476
1882,2422
3957,6692
1792,4511
2908,2988
1016,7297
4309,4453
20,6463
121,5270
3962,7080
1434,3198
972,3450
945,2831
2094,4069
1937,3399
6065,6187
735,7419
1293,3471
1814,4977
5978,7055
2149,4826
5522,7465
7141,7452
131,2451
951,4908
1506,5308
808,6295
1114,3042
1739,7442
2510,7463
5943,6095
3103,6016
5530,5769
3047,3597
2703,7004
3498,4377
3888,5706
2578,5914
3481,4153
1947,7123
1396,2228
3772,4110
5788,6343
1271,2028
1604,6241
3038,6832
1538,5632
3822,4704
5768,7083
32,3136
1599,2194
2891,5553
164,7587
3694,5857
1860,7235
2021,6446
4147,6776
1219,6718
2014,2452
1806,3360
257,3822
3450,7368
674,1779
1464,6206
538,2120
1583,6078
2021,4280
1689,4151
1956,6734
4202,6666
6134,6458
1956,3813
683,2151
133,5265
4811,5782
3305,3684
4671,5781
320,7284
640,1933
502,5335
290,3869
2881,6194
2510,4605
5315,6888
1208,4303
1897,7148
1010,3172
798,3224
3722,4280
4785,5030
2297,2583
1132,3295
3873,5941
204,4183
4651,7028
2056,4309
4408,6101
2297,4811
283,6571
1559,2912
2349,5159
1271,3228
4899,7533
1284,1986
3185,3833
5287,5580
2476,7548
3591,6086
4811,6257
736,2541
1839,3080
1486,2424
380,2055
2299,5065
2191,5676
923,3085
3339,7553
3526,3643
5854,6639
3450,7323
3678,7476
225,1055
5940,6673
6101,6567
68,5600
1506,1749
758,788
3223,3680
32,5676
2953,7315
2713,7332
4938,5094
1457,7214
2326,2734
5378,6427
2734,6326
763,7284
2107,6046
473,5769
900,5421
3826,4337
1942,6158
2876,3108
1984,7370
817,7610
763,4759
647,5121
1831,5079
3520,5572
5058,5999
2271,5043
110,6380
4039,6644
939,4785
4574,5944
3165,7226
2608,4119
3395,6833
3208,3544
3853,6519
2982,4606
2343,6460
1017,6870
5543,5726
3504,7237
2854,7178
1064,3666
329,2468
2201,3367
1792,4636
1197,3736
1579,4811
4949,7078
1936,3807
6552,7237
3725,3977
1207,2591
3039,6617
2086,3745
328,6097
4704,5610
4900,5269
2739,6703
1455,7498
1767,3020
3239,5717
113,5854
1484,6254
587,5580
6493,7053
4532,5011
2420,2745
201,3656
382,7098
1429,6991
484,3095
972,7587
1509,2015
3946,7224
1826,4798
670,6564
6020,7402
2692,3795
766,2396
1556,2510
3530,6674
4480,7002
2878,4843
1500,2591
3410,7231
393,601
572,7199
2580,3850
5600,7565
3008,4128
2319,5053
2412,4919
18,4042
1224,2289
2036,5277
446,854
6312,7194
913,7172
689,3084
7237,7349
4513,5223
6554,7226
647,6568
1706,4757
1150,3636
4757,7282
5216,7368
2229,2566
763,1348
4931,6616
897,5276
161,5278
299,2024
349,5455
1396,7081
1334,3544
3333,7226
4864,5230
378,2238
1752,3520
842,4835
2790,5928
3575,7279
257,652
2838,5318
2510,6542
3181,3994
81,4353
7001,7199
1633,2838
3718,7600
2649,6341
3450,4782
126,3119
6461,7598
674,3108
2424,5001
951,5090
1849,5663
4130,6190
638,706
1937,5988
1410,3267
4707,5894
6013,6330
1506,2229
1793,3366
2289,2458
851,1226
3247,7162
2991,3809
2066,7604
4929,7110
6004,6529
3462,5370
326,4983
1531,6678
1649,5951
299,2840
4886,5623
1850,7141
4636,5909
1447,1934
1830,5514
2864,3470
1883,6642
2319,7552
5065,6969
5929,7435
1057,5754
110,3763
2140,3736
661,4720
2047,3264
3381,5734
3616,5805
3450,7030
4613,7228
4098,5657
1447,1509
1377,5612
2936,3317
3348,4762
1626,5216
5111,5944
336,5501
866,1560
691,1941
1771,4691
3738,5491
3653,7608
374,2913
5314,6876
3725,5220
4381,5962
3822,7015
3701,7012
6529,6808
5768,6445
6538,7054
5370,6456
502,1941
313,1851
6705,7200
4779,6468
3024,7416
936,2605
133,684
5857,6321
4616,5989
3504,4335
3738,7334
6531,6704
3813,6101
3468,3884
290,6633
1447,1876
1973,6002
4086,6891
2876,3644
6016,6776
6509,6586
33,2170
3932,4228
3224,5220
2614,4434
2416,4777
48,3250
9,1795
1776,6047
520,1203
2428,3381
1799,6622
1141,3038
1679,5967
418,4606
923,1800
1775,1995
3318,3811
4900,6219
2984,7295
3450,6955
4693,6163
1455,2761
1239,1996
1136,3831
1902,5047
1129,2452
131,6716
3199,4033
656,5372
2229,6976
3,7089
1271,3038
75,4217
1534,4876
3655,6241
5127,5410
3430,5815
1226,5402
2326,3108
1699,6249
2391,6058
2624,3854
508,2854
2630,2864
3047,4179
3039,4225
2813,6173
1349,6823
718,1349
706,2013
4356,7155
271,4021
3403,7365
3389,7001
1740,7280
554,4785
1272,3518
398,4901
1650,3530
777,2800
2140,5480
3670,6692
932,6791
4455,6074
2329,7089
1270,6124
894,3157
38,7565
944,7012
257,876
1677,2533
3946,4961
4284,4526
2058,6900
2289,7542
3707,6731
231,5807
1083,4994
5700,6843
2229,3137
1677,6544
1677,2637
5401,6519
816,6104
473,4754
5988,7354
632,3615
3068,5201
1663,3341
6891,7575
5778,7592
299,6063
996,4426
1093,5277
4900,5530
2216,5516
4127,4756
1632,4377
4163,5411
2713,6463
1876,7141
1982,2892
1698,6385
4032,7100
1754,4744
1265,2112
1258,5724
7244,7416
4086,5854
3440,6574
4414,7233
6,4405
2799,5322
4637,7593
6931,7091
1724,1938
1887,1974
524,6290
4470,5490
7056,7196
1603,5543
3225,4707
4307,6368
4312,5079
2516,4969
1642,3853
2238,7575
60,4344
3596,7596
2080,2751
6104,7491
2247,6676
2204,5526
2207,3621
1264,6695
524,2933
5463,7274
2433,3897
5372,7365
3927,7014
673,3550
260,5680
2389,7199
2126,4512
2415,4744
4350,5475
4467,4754
1624,4701
1645,3081
637,1325
2644,5327
1989,6253
667,7534
4903,6323
4122,4337
2378,7298
1051,2966
2637,4147
5526,6969
2982,5988
1911,7237
2744,2995
1158,4285
4093,4342
290,2647
3210,5243
579,7228
1434,7284
1500,4309
285,5814
6234,7179
5876,6329
5028,7482
4811,7446
1260,4069
2691,3018
6475,6887
2892,3360
4125,7093
1553,1792
1831,2673
5745,6047
2562,3066
1632,3264
4111,6884
2326,3869
1672,1817
3426,6547
1328,5065
5521,5833
4356,6843
1328,2194
3410,6101
257,3462
2744,6534
6095,6245
4934,7352
3130,4145
1721,5892
1349,2899
5443,6663
2507,6519
2345,3994
187,7565
1455,3706
3379,4157
1254,3137
4886,6194
3077,6335
4033,5259
524,3470
1297,2217
5388,6219
1509,6217
1051,6556
3530,6267
1065,3450
2439,5800
5277,6411
1056,6476
958,3305
406,912
464,3319
329,2391
2864,5108
2586,2998
160,958
4621,7592
1606,1665
5305,7248
504,3450
1135,1328
448,7045
20,1316
1205,1213
2637,6972
2267,6174
2892,7339
743,7398
4807,7279
2036,3822
734,3855
3080,6002
5092,6135
723,5578
2151,6205
410,6846
2069,3550
1689,2623
4875,5893
1509,6321
2707,6621
1057,5836
4257,6562
3016,3722
3183,5660
661,1792
5714,6461
4086,6789
763,2734
2525,5658
2947,3781
1887,5190
3103,5207
1960,6378
904,6512
3047,3251
3139,4012
4271,7252
11,618
2911,5455
2029,2571
2838,5647
1389,1613
2877,7109
4319,4868
1312,5225
4034,7224
378,5510
1980,2456
1017,2571
16,1349
1005,1474
122,4426
2964,6817
4527,5593
1264,2725
1710,4348
4882,7013
1001,5070
3221,4589
1289,1852
3360,4000
3714,4141
2269,4186
2626,5455
49,3038
1795,7133
3385,3998
3045,3599
4520,7237
2238,6108
2821,3983
2740,3897
4452,6506
2818,5334
244,4759
130,3165
3390,6298
1035,6101
452,1521
3942,6782
290,1012
3450,7125
178,7608
2644,5703
3897,4164
1325,7442
822,3716
1291,6427
500,6803
2510,4632
2483,3469
3020,6617
5534,7497
5461,7285
5457,6446
2413,7089
4785,5100
4469,4708
1958,3950
6386,6685
2229,5108
1947,6101
1519,2707
1941,6144
1838,3566
346,2785
4125,5274
1129,6792
4431,7334
3325,3793
2029,4967
133,5787
3341,5405
1973,2422
4790,7188
961,4136
3544,3692
1555,3409
4520,4967
2451,5540
1655,2047
140,4839
3603,4309
1657,3127
1296,2430
2719,3811
4759,6797
2623,3826
524,6565
1488,1878
2988,4261
209,3504
4341,4764
5597,6605
3038,3157
1478,6949
4053,4975
630,6372
1349,2676
6965,7340
2663,7227
252,5355
4298,4726
1524,3518
394,6162
1799,2781
3225,6617
555,7585
5703,6689
2994,4319
2004,3650
671,5836
3946,4337
1107,7338
4163,7087
4640,5879
1834,5303
5454,6782
3095,3450
3569,3731
2085,2933
3266,5790
1017,3544
3312,5277
5578,6622
5139,6934
221,5687
4728,7059
3013,7558
2998,4612
1689,4767
1053,2902
1249,4937
3163,5555
5615,6056
399,3240
1665,5768
3855,6047
5054,7537
1057,5773
2488,6537
1280,6642
110,6810
1005,7068
5658,6823
6706,7353
2566,4846
3864,4434
2835,3399
3184,5127
2995,3285
1724,7365
2705,4121
2186,2238
1832,3313
473,1891
2255,3723
5785,6125
3559,4931
1677,1875
4356,4875
299,2065
2798,6369
7001,7533
2325,4204
1776,5047
5970,7173
1005,1300
5600,7383
607,7162
3857,7121
3461,7090
2430,6468
2609,7595
550,7435
4000,6261
1701,1725
3614,4412
2162,3774
640,2933
4563,5953
3625,3991
3450,7564
3678,7565
1538,5638
1778,3873
3931,4007
4323,6943
599,647
1787,3588
1793,1943
570,6408
2631,3948
474,5872
5110,6274
2798,6142
817,2897
2391,2995
136,5944
1712,5912
2843,6339
1013,4284
2142,2234
1799,7303
3641,7165
3653,5635
725,5920
5753,6630
3792,5058
4981,5162
1471,6134
2265,4904
5097,5222
3370,7044
4375,7538
2623,4151
671,3585
336,7224
3504,5111
828,1789
2274,4260
2759,6759
5876,6378
3725,5670
103,3715
3005,6201
3802,4379
961,7448
2210,5012
3251,3878
2017,3786
5277,5676
95,5610
2228,6235
758,4961
2319,6065
2376,4107
3462,4393
3313,6099
2212,5962
18,2788
3921,6617
6834,7213
5741,7034
3103,3714
2122,3741
290,1891
187,1677
1346,2065
3258,6101
212,5791
4315,5893
6190,6259
3824,5334
1778,4794
1937,3971
1031,4307
4929,7163
634,4426
1665,3341
894,3836
213,7074
1699,5047
1778,5884
999,1787
1937,2265
2031,3240
4296,4388
1267,6603
2083,3397
2234,2289
5501,6621
1752,2510
2510,6071
1688,7286
5079,6607
184,1005
3790,6999
110,4850
1795,4933
70,5048
5217,7423
3773,6470
122,7280
3600,4880
1296,4671
17,1337
1821,2390
3980,7092
806,1351
2798,3597
2837,4277
296,2217
1280,7252
5663,5940
1956,5578
3725,3736
4811,7603
4433,5734
1201,6759
3342,5127
5303,6283
1555,2083
18,6136
4095,4433
1056,2998
3137,4706
2057,6757
4979,7203
4404,5536
2988,5646
654,1011
1661,6058
1077,5110
2892,5334
1171,4486
4212,5127
2589,5837
2955,3281
1298,5936
3701,6642
4455,6273
704,4800
1800,6467
1963,4447
2029,6846
867,4021
1323,7320
3450,6054
2017,5378
2609,7564
1262,1792
110,1850
566,3851
4298,6063
406,3597
4277,6689
2122,5443
2591,2707
2366,5728
2066,5347
1849,6063
2083,4754
1370,6446
259,4470
2676,6446
1678,6351
4594,7013
816,1875
805,5904
291,370
4809,6108
306,3460
403,4006
3544,6296
2308,5761
3536,6887
2730,7468
4653,7489
313,2495
4574,6891
1937,7141
4899,6712
4254,5230
1970,3948
5443,5972
3397,3544
2076,2918
2299,4934
1975,2259
4725,7486
2747,2800
364,2980
2854,4338
410,5944
2056,2195
3504,6398
6001,6184
744,4941
813,4356
1102,4327
3130,7209
1008,5577
989,1897
2659,5324
3430,4330
2151,6797
659,6361
3108,3240
3024,6434
2369,6091
3083,3632
406,3108
2672,3467
2051,5764
928,5706
3087,4719
4003,6017
3901,6062
524,1386
3290,5280
2734,6789
779,5127
222,950
244,1381
3757,6733
701,6912
5576,5687
1937,7319
1107,6417
4289,7587
2341,5044
4785,5650
162,1300
3005,4175
2473,7199
2070,7042
1384,6722
232,1497
3574,6241
3845,6207
287,659
1715,5260
5007,5127
106,4039
407,3774
642,5735
492,3467
612,3571
213,645
1080,6377
2942,7198
1051,4445
3527,5896
1128,3796
2836,3809
566,6174
1222,4863
1834,6180
4152,7458
4117,4943
184,914
611,5190
3977,6460
743,2847
2634,2792
3854,5638
1672,6616
1645,7409
1824,2013
4355,5095
3240,5854
3130,5159
3584,4591
3468,4321
1376,7030
1533,2040
4960,7026
426,6170
5990,7237
5192,6976
4887,7552
2965,6560
4560,4912
5128,6617
2763,6333
2855,3016
2691,7101
1069,1083
1201,6685
1253,7300
1850,3056
1132,5948
3759,4512
2676,4969
297,3039
1643,4934
1792,2991
291,2772
3160,4549
2391,6921
3437,3855
1050,4414
1610,4054
2014,4979
4395,7024
1658,2892
2835,6958
3240,6792
2422,5400
1849,3650
598,2091
743,2980
2473,4042
2915,6688
5857,6565
4725,7166
2045,2289
5274,7228
2057,4544
2229,5505
1328,3472
1427,3345
5769,6343
490,3878
5070,5885
1937,3502
1464,3339
1850,6001
3397,6108
208,313
2317,3819
3400,7237
3052,6120
3127,5755
1879,6886
3544,7237
4955,5342
2755,3285
4192,5369
6797,7621
5479,6797
468,5944
3982,7058
4443,6175
54,5725
3683,3855
2972,5053
2909,4785
18,3163
149,6101
1077,3439
2229,7356
2897,5734
2031,2083
3359,5908
2186,6639
3854,5646
1848,3300
4312,4479
1834,4154
2299,7565
652,7352
3061,6712
4900,6595
1801,6197
2104,4811
1568,7200
5769,6666
3552,7248
758,3042
5355,5988
5578,5689
324,2517
166,3842
4163,7488
1721,4704
3701,6695
2191,3158
3530,4085
3953,4329
956,6417
3173,4301
1134,1963
367,2186
4860,5857
3500,7477
4563,5556
3957,6674
3365,7580
2238,7284
2848,6523
2734,6403
3460,4054
6022,7542
3850,4589
5353,6436
3614,6613
1396,5671
7162,7352
380,6870
4145,5754
4609,6145
2469,6595
5303,5856
3501,4257
2965,5060
3611,5703
1376,1628
5612,6036
2711,4104
5823,6058
49,2072
4376,5095
5120,7389
919,4125
854,3946
1820,5514
4272,6012
3949,7209
512,3182
2998,3045
2860,2944
438,1633
686,2422
2515,6673
2357,7080
3153,4068
178,7224
1376,6390
3777,4499
706,3295
6733,7162
4632,5656
4393,6742
706,7178
721,3103
367,2014
5578,7126
988,7024
32,1020
6379,7334
1804,7013
1265,5150
3776,4785
6361,7247
1481,4599
3987,6617
4995,7078
1591,3548
3022,3317
1854,1875
1946,2290
2515,7569
2515,7587
1486,6251
2775,4163
4309,5526
1792,3856
1384,3411
4759,6912
1320,2835
370,2772
3021,6120
473,6140
4825,6238
5829,6803
1381,3240
4095,4895
2492,6290
2004,6631
524,3118
2947,6538
1974,4106
6621,7224
2005,3993
2591,3612
3097,4999
777,3092
2755,4211
4785,6597
4145,7370
4453,7537
7068,7297
229,2186
1740,5653
68,168
4785,6280
4299,6817
4164,6640
3413,3571
1285,4227
113,2151
1203,5646
854,4561
1548,3994
2791,6077
1407,6538
5232,6060
1559,1945
1008,6969
2854,7035
982,5127
1015,3081
3059,5521
2083,2571
221,3184
2730,4888
2290,2494
1792,4244
1227,3722
557,4452
5651,6130
1348,3240
335,5334
97,6427
204,2650
3423,5714
2960,6392
2017,4715
3430,4577
2444,2769
5261,6267
216,1963
5700,5913
1560,5174
1636,6207
2276,3530
61,2940
1511,7284
5854,7127
3530,4818
3,5943
842,2008
2204,5453
3715,6621
2820,5911
1536,6876
2456,6656
980,1721
2510,6769
5334,5606
2031,7250
5944,7091
3666,5706
1678,2858
2128,4996
59,1693
924,2024
4720,5378
3450,5706
5921,6207
3827,6580
2510,4299
1666,3306
1287,4183
3530,5852
378,2878
5452,6425
2854,3928
3798,5449
4437,6892
5527,5632
4563,6870
951,3408
178,2694
4640,6712
5610,7109
3823,4994
2798,4198
3747,7224
1734,6451
1291,4720
1979,2463
6448,7580
1250,4846
1636,6458
3603,4122
1677,7476
779,7602
2158,5909
1226,7375
277,5601
4175,5491
4106,5127
3450,6724
4632,4925
2229,3103
5703,6403
153,4543
1296,6884
5530,6789
1745,7604
323,5646
1064,6415
1114,3147
1471,3128
38,2637
2699,6955
3077,6028
1354,3715
1945,2707
1017,7237
4544,7215
3039,3650
955,2040
2645,5463
1226,6376
5287,6241
440,6881
2838,3598
2357,4589
1945,5963
1792,3855
2420,5112
4356,7452
729,6273
1005,6056
442,5410
3279,5485
718,4497
543,1633
1447,3591
1560,3336
3530,6874
4728,6812
1647,4475
1291,1792
315,7439
302,6647
2300,6339
4309,4961
5624,5692
1327,2458
1447,1850
4344,6088
5578,6544
4720,6770
1398,6241
3216,3895
2944,5675
3755,6136
82,2809
6925,7036
4448,5371
2160,6587
4920,5294
1072,4253
1850,4606
3991,6853
1835,6944
2349,4034
406,5079
3076,5951
3783,4479
221,2967
3932,5207
5082,7409
4154,4173
1008,1746
3131,5384
3822,5790
720,3189
3038,3042
1090,6888
2718,4580
5674,7237
1005,6424
4520,6236
315,4647
3105,4632
321,1325
2757,3932
2282,4811
5126,6668
3633,7090
4368,4397
1092,2961
1614,1727
498,3334
2734,5548
3381,3807
5099,6459
3240,6369
3240,6036
4758,5405
7106,7188
5823,6888
3526,6461
2673,5462
1496,2060
260,6436
13,4606
3553,6859
3566,6579
6403,7237
3181,7256
1238,4258
5904,7398
471,538
5890,7580
2616,5768
4483,7262
2524,4969
582,6207
3482,6025
2900,3737
98,5625
4000,4393
3400,6794
679,4428
1146,1812
3400,3603
1409,3873
538,6876
2787,4247
5261,7310
543,810
2070,7460
3,272
4699,4886
2397,6505
4330,5065
1380,5253
645,7184
4130,5134
3584,5581
2013,2107
5675,7215
3836,7123
6720,6734
1651,6519
3449,4375
6513,6937
1569,7374
1850,4728
528,7100
3082,4154
1684,2730
1486,3822
5810,6078
1200,2217
3106,4124
3469,3564
827,2829
3251,6219
4031,6252
482,566
1005,5828
520,933
3499,6108
1136,5454
1304,4961
1882,3811
2026,7339
1804,3620
2327,5205
5755,5851
811,6811
271,286
3964,4439
702,3020
4436,5517
3228,5597
2798,5079
1636,3371
245,7135
4729,6241
3809,3856
2422,6339
1020,5224
6033,7205
1509,4931
647,5334
380,5694
2510,7036
2586,6942
4163,7610
2787,4309
5485,6544
4560,4880
4876,6278
6153,6194
3107,5454
1470,6194
3861,4744
2705,4254
1799,5600
3644,5402
846,907
3612,3715
1796,6333
3948,6633
2833,7348
4321,7236
541,2425
521,7050
602,2880
2808,5274
4162,4265
1879,5711
3251,3644
2510,4614
104,4338
2790,7001
3833,5378
1129,2734
32,6709
711,4880
2510,3360
1897,4250
4430,6859
1618,2366
2078,4000
6105,7548
20,4151
3597,6789
2163,6744
746,5540
3181,5391
729,1855
639,1618
1658,3361
854,3853
3912,5673
1016,7068
446,2892
4414,4662
1721,2424
2719,3571
2386,4145
1488,7358
1464,4907
3755,6315
2037,4904
6468,6884
989,7199
244,2029
1602,2039
2910,5706
3440,6575
6110,6567
4389,5756
3916,4132
6088,7376
4106,5696
503,2083
1348,6644
1891,7237
4904,7001
1112,6408
2112,6116
313,3293
538,6408
2199,6616
4387,6724
1383,3818
1553,2132
4952,7397
1907,5922
2498,6506
1088,7024
3653,4309
4114,6665
983,1543
1882,5989
1848,1956
3897,4888
550,1933
2196,5835
3622,4506
1951,5807
6115,7085
2414,7168
524,5988
674,7237
4705,6021
3360,4614
2160,3926
4475,4941
3352,3946
2026,2510
602,5219
4450,7178
1530,6407
3824,5510
3853,6925
2676,6126
1028,6365
628,1376
6639,7202
5178,5962
4914,7325
2,6
33,4814
5706,6657
2892,6490
5126,7351
3450,3533
743,3165
4456,5334
5412,6789
1958,6785
705,3336
5854,7284
1280,5944
593,3584
3830,4085
1344,3120
1130,3948
2589,3758
271,378
2299,3822
852,3701
5578,6339
34,3927
2372,2992
1010,7248
7162,7350
2738,3424
5071,5854
1391,4028
4527,5067
2,562
3576,4206
2707,5501
2029,3544
1005,4994
3786,7256
5159,7036
4671,6228
4073,4910
6669,7609
1726,2854
504,3698
1180,3079
1444,2204
2844,5625
4785,5291
3451,6391
2014,6142
296,1297
1506,6882
1446,5677
959,5245
937,5274
1233,7352
2014,2878
1891,6234
1127,3701
427,7284
3227,5254
436,4239
2212,5872
5274,7595
583,7199
830,6785
2892,5526
2142,5056
1975,5710
2848,6797
1842,3440
1083,5652
4777,5677
4174,6016
1107,1751
4707,5646
2787,3042
1945,2349
2434,6105
1346,3650
1464,5951
520,1384
1034,4021
1275,6022
2835,7406
1246,1409
6201,7334
2313,3340
2713,6840
1960,2424
1678,2151
2707,6280
1764,3600
2276,5862
1792,2385
3953,6367
136,6857
1817,6321
1008,2896
3755,5394
640,4931
4511,4701
1043,2122
2221,7558
3,6940
505,2979
5680,6230
1744,5274
5510,7123
341,6102
1860,5578
3450,4211
1168,4081
2381,3450
1176,7100
113,2262
3258,4631
2961,4846
257,4126
3855,5745
2879,4367
1546,3450
3900,4125
218,4696
2797,7435
5047,5731
1506,4329
6108,6146
17,951
3103,5468
3567,7158
3080,4691
290,6792
1496,2941
1549,5871
2212,3564
1494,6767
3047,3294
2993,3972
110,1817
2505,3792
449,524
671,2886
343,3598
1611,3743
3521,6255
5132,5347
2996,4329
2638,4759
1312,1530
980,1022
68,6972
2591,4561
2122,5233
2706,5254
5015,7339
563,2510
221,5425
2164,5457
1852,6110
1275,1756
2805,3279
5326,6519
1444,4309
2791,6870
2157,5410
400,3948
831,4786
410,6639
1262,4916
1677,7435
3850,6990
212,2289
3194,3335
1891,6930
5443,7223
1904,3520
3282,7334
136,1381
4385,7251
5832,6357
2511,6022
6077,7237
2347,3138
3853,4614
3001,7605
6074,7516
989,5611
4253,5006
3017,7557
2787,2892
4756,7029
2140,2994
848,2140
1792,5243
3140,7162
5828,7029
378,4809
4994,6567
45,865
1555,3504
1721,2191
4340,4561
1425,3846
1126,6165
1912,4705
5183,7470
1115,5200
6201,6233
1352,1576
5577,6903
3766,6217
2753,7148
4414,7098
4242,6105
4527,4531
473,5788
1980,6487
607,6378
4273,6309
75,6154
543,5346
3757,6964
1844,6538
175,5153
1715,6116
662,3103
3743,6654
524,2884
550,5544
667,3079
6101,6509
2443,3581
5220,6096
3597,6639
4246,6884
6424,6983
933,1898
1675,5152
418,866
1925,3836
1223,1817
152,6712
5274,5528
2912,4999
4042,5646
6507,7179
4008,7296
1792,3006
1230,2122
1849,4387
307,6991
6463,7214
6990,7100
5823,6046
71,3994
5693,6338
3499,3544
483,2477
6273,6800
3755,4275
5090,5121
3368,3460
181,7531
2626,6544
933,4466
1850,2037
4256,6475
4146,5892
2910,3277
6374,6442
1497,3184
610,758
2644,3240
223,4895
112,7385
3589,5517
2127,6002
4606,7059
1334,7075
5194,5625
3618,4821
2425,5646
567,3878
2356,7403
3679,6860
4106,4319
298,3435
422,1657
2752,6238
3533,4163
1468,4455
4602,6241
803,4996
330,1404
104,1533
556,5020
1334,3251
5410,6943
1362,1795
887,3042
2424,5876
2870,6326
3330,4475
2609,5543
3544,6792
2124,6133
1349,2751
3930,7597
1795,5361
2347,2991
1275,2289
2359,4969
2863,3855
3603,5220
4217,5637
3181,5726
2233,2707
3514,6625
2037,3324
1452,5686
3955,4941
151,524
520,5128
3995,5308
110,2308
1444,1701
4929,5371
2039,5851
647,3360
2042,7521
1226,1891
2083,6789
6241,7483
4918,5362
1558,5578
4039,5418
3450,4206
2725,5090
951,1348
7014,7604
2838,4164
5411,6315
1384,7600
3957,7032
4756,5449
1705,1839
5463,5725
5194,6562
951,2476
2751,4280
524,1937
2075,4785
1799,2396
763,3756
5463,7383
2782,6671
5610,5676
2345,3692
3886,3977
4109,4329
5543,7381
131,1833
5222,5252
3945,6316
2078,3705
640,1699
2897,4536
1026,2647
2892,5670
3,6095
4146,4676
543,2041
973,4941
2389,2617
711,1376
3480,4900
524,5575
2347,4657
3103,3852
4743,6101
282,3459
1799,6446
1849,4049
5378,6991
6478,6919
935,6408
2899,4455
4666,6712
6790,7600
2323,6685
2195,5461
47,5314
1749,5346
2408,3520
2381,6840
3786,7489
1229,7255
3227,6235
2107,7089
2518,5578
5308,5867
